atqh,蘅
atfh,荇
aqgn,瓯
aeej,蒯
apfl,蔻
auk,菩
atqi,藜
atq,藜
anyw,苡
axt,芗
axtr,芗
aukf,菩
any,苡
aadw,萁
amhk,萜
age,莆
agey,莆
aldt,蔑
aujn,薏
alpx,薨
amq,苋
amqb,苋
aqgd,藓
atdj,荞
ayp,葶
ayps,葶
aguw,荚
agm,芾
agmh,芾
ayj,蔼
ayjn,蔼
aqky,菟
afdp,鞑
afmd,鞅
aih,菠
ajdc,蓦
aihc,菠
abiu,荪
axx,芘
atay,苌
ata,苌
axxb,芘
afbh,邯
aqy,芍
aqyu,芍
axa,荭
axaf,荭
afb,邯
apgf,苎
adef,葫
anw,蓼
anwe,蓼
ais,菏
aisk,菏
akk,颧
akkm,颧
ariu,茱
awfu,苻
abh,邛
aetg,蕤
aqrq,蔸
ari,茱
aqtb,茆
axgn,莼
ahi,菽
ahic,菽
avf,荨
avfu,荨
axg,莼
aybc,蓠
anhc,葭
aov,蒌
aovf,蒌
aqr,萄
aqrm,萄
avw,萸
avdf,薅
aswc,菘
asw,菘
avwu,萸
aqab,芪
ajfu,莳
ajb,蕞
ajbc,蕞
aqa,芪
ayke,蓑
ayk,蓑
awuf,莅
akgq,觐
afkf,薹
adwa,戡
aqyg,茑
abry,菰
abr,菰
akkf,莒
akkg,鹳
ayve,莨
ayv,莨
anyu,荩
akhm,匮
akh,匮
ahxb,茈
ahx,茈
awwq,觋
ayt,蔟
aytd,蔟
aey,芨
aeyu,芨
aftj,蓍
ate,莠
ateb,莠
awtf,荏
apiu,荥
api,荥
auqu,茭
abm,茁
abmj,茁
adwi,綦
afwy,藿
ayjj,荠
afff,葑
apqf,蓥
apff,茔
akd,叵
ahkf,苫
ahk,苫
aeb,艿
asjj,蕈
asj,蕈
aovt,薮
afcs,鞣
ayh,苄
ayhu,苄
aysd,蘼
ayc,茺
aycq,茺
amyj,蛩
atl,蓖
atlx,蓖
atxi,蘩
adxb,茏
adx,茏
apr,荦
aprh,荦
awd,茯
awdu,茯
acbm,蓣
aeg,苴
aegf,苴
akm,莴
akmw,莴
amg,茼
amgk,茼
awns,蘖
alqg,鹋
alpn,甍
aiqg,鸫
aiq,鸫
aias,蕖
aan,苣
aanf,苣
amk,苘
amkf,苘
aujr,蕲
ahkm,赜
agqg,薤
afjg,靼
awff,茌
awcn,蓊
awc,蓊
apnf,茕
apn,茕
akgb,鄞
agkw,蔌
agmm,颟
aiaf,茳
agk,蔌
ashf,葙
ash,葙
aia,茳
ahf,苜
axb,芎
adlb,苈
ajjf,菖
ahap,蘧
adff,蓐
adl,苈
aha,蘧
aqks,檠
apdf,菪
apd,菪
afqy,鞫
aube,蒴
agi,苤
agig,苤
aub,蒴
alph,瞢
awgt,蔹
anb,芑
aqrr,芴
ahtp,迓
aevf,荽
aev,荽
axxf,荜
alvv,匦
alv,匦
atfp,莛
aveu,茛
ave,茛
aiye,蒗
aire,蒎
air,蒎
aadn,葚
aqgb,茚
adaw,蕻
avb,艽
auv,蒹
anud,荬
aff,芏
ayxy,蕹
ayms,藁
auvo,蒹
aebf,莩
akfi,菋
aghh,艹
agku,荳
agn,匚
agt,廾
agth,廾
aie,菹
aieg,菹
ajsu,菓
alfw,巭
aafd,甙
aat,荛
aatq,荛
adc,茇
adcu,茇
allb,莮
amyh,跫
art,萆
artf,萆
aruf,菈
aupy,蒡
axf,荮
axfu,荮
aywu,菸
akb,葺
afcu,芰
akbf,葺
awwu,苁
aebc,菔
afa,鞯
ajvb,郾
ajv,郾
afab,鞯
aadn,慝
avyu,芄
avy,芄
agv,萋
ard,菝
afdj,薷
agvv,萋
ardc,菝
akbt,蕺
admt,蒇
abnb,芤
abn,芤
akhm,蒉
alnu,葸
awgi,莶
amc,芟
amcu,芟
anm,贳
anmu,贳
aqtn,莸
asr,菥
asrj,菥
afqw,莰
adhd,葜
aut,蒺
ath,蓰
athh,蓰
autd,蒺
amyq,銎
anab,苠
ana,苠
afqq,鞔
afae,鞴
awyf,萑
apwj,蓿
axxr,蒈
aftj,鞒
awyj,劐
aqvf,萏
afpb,荸
afff,鞲
b,了
bbbb,子
bnh,了
bnhn,也
bn,也
bm,出
bmk,出
bsk,阿
bskg,阿
bs,阿
bb,子
bbb,子
bwy,队
bw,队
baiy,陈
ba,陈
bai,陈
bi,孙
biy,孙
bbh,耶
bwt,除
bwty,除
bcy,取
bc,取
bde,随
bdep,随
buk,陪
bukg,陪
bfmh,陆
bfm,陆
by,防
byn,防
bjg,阳
bj,阳
beg,阴
be,阴
bt,降
btah,降
bta,降
blh,阵
bl,阵
bqtb,聊
bqt,聊
budy,联
bud,联
bgd,卫
bg,卫
bu,联
bnn,孔
bpf,院
bpfq,院
blf,孟
bcti,聚
bct,聚
bqvn,隐
bq,隐
bqrm,陶
bcvf,娶
bcv,娶
bqr,陶
btg,隆
btgg,隆
bgh,耳
bghg,耳
bwf,附
bwfy,附
bkwy,职
bk,职
bkw,职
bd,承
bdi,承
bdii,承
bgkh,隔
bgk,隔
brcy,孤
bve,限
bv,限
brc,孤
br,孤
bwg,险
bwgi,险
bvey,限
bfq,阮
bcc,聂
bccu,聂
bfqn,阮
bfw,陵
bfwt,陵
bwjh,阶
bwj,阶
bqvg,陷
bynw,孩
bqv,陷
bo,耿
boy,耿
bib,函
bibk,函
bpx,陀
bpxn,陀
bmgn,聘
bmg,聘
begg,阻
bp,辽
bpk,辽
bdjg,陌
bda,隋
bdae,隋
bdj,陌
bukn,聪
bwff,坠
bip,逊
bipi,逊
bigf,丞
big,丞
bfiy,际
bfi,际
bf,际
bgu,陕
bguw,陕
bh,耻
bhg,耻
bfhy,陡
bdef,堕
bfh,陡
bujh,障
buj,障
bty,孜
bjm,隅
bjmy,隅
bdx,陇
bdxn,陇
bwyc,聆
bgm,陋
bgmn,陋
bij,隙
biji,隙
bpqn,耽
bpq,耽
bkm,陨
bkmy,陨
btf,阡
btfh,阡
bnhg,孑
brcy,阪
bll,勐
blln,勐
bmfi,祟
bhcy,陂
bhc,陂
bmf,祟
buw,隘
buwl,隘
bue,隧
buep,隧
bxx,陛
bx,陛
bxxf,陛
bccm,颞
bkcg,亟
bkc,亟
byi,孓
bfdj,孺
bfd,孺
bbg,孖
bqnn,孢
bqn,孢
bmfg,聃
bhgj,蚩
bhi,陟
btdg,聒
btd,聒
brqc,隗
brq,隗
bhit,陟
bhic,骘
bdan,隳
blge,隈
brg,隍
brgg,隍
bfjh,阱
bfj,阱
btgf,陲
bynw,陔
bjx,隰
bjxo,隰
bkhm,聩
bkh,聩
bbc,陬
bbcy,陬
bxgu,乸
bca,陉
bcag,陉
bctb,鄹
brtf,陴
brt,陴
bmo,粜
bmou,粜
bnh,阝
bnh,卩
bnh,凵
bhkg,阽
bhk,屮
bgqn,阢
bgq,阢
bpsh,聍
bps,聍
bth,阼
bthf,阼
bjfg,陧
bjf,陧
bsh,耵
bigb,卺
c,以
cccc,又
cf,对
cfy,对
ccc,又
ce,能
cexx,能
cex,能
cn,马
cnng,马
cnn,马
ckf,台
ck,台
cw,难
cwy,难
cwyg,难
ccy,双
cc,双
cep,通
cqyg,鸡
cqy,鸡
cepk,通
cat,戏
ca,戏
cnh,巴
cnhn,巴
cff,圣
cm,观
cmqn,观
cmq,观
cexo,熊
cyna,骗
cb,邓
cbh,邓
cygg,驻
cy,驻
cyg,驻
caln,劲
cal,劲
cds,骑
cdsk,骑
cel,勇
celb,勇
cccs,桑
cbts,柔
cln,劝
cl,劝
cyn,驴
cynt,驴
ctdu,矣
ctd,矣
ct,矣
cqwy,欢
cqw,欢
ccyj,骚
cd,参
cder,参
cde,参
cbj,予
cq,允
cqb,允
cbdm,预
cbd,预
cyi,叉
cwg,验
cccg,叠
cwgi,验
cad,颈
cadm,颈
ctkg,骆
ccw,骏
ctk,骆
ccwt,骏
cccf,垒
cbqe,豫
cbq,豫
cbn,驰
caqy,驱
caq,驱
cdd,叁
cddf,叁
cbt,矛
cbtr,矛
cp,驼
cpx,驼
cqqy,驳
cpxn,驼
cqq,驳
cmg,骋
cmgn,骋
cdy,驮
cr,牟
crh,牟
crhj,牟
ctdj,骄
ccf,驿
ccfh,驿
ckqy,驶
ckq,驶
cux,骥
cuxw,骥
ccy,驭
cqkg,驹
cqk,驹
cbci,骤
cbc,骤
cvey,艰
cve,艰
cv,艰
cynw,骇
cwxf,骅
cwx,骅
catq,骁
ckh,驯
clxi,骡
clx,骡
cknu,怠
ckn,怠
cadw,骐
cg,骊
cgm,骊
cgmy,骊
cbtn,矜
cyke,骧
cyk,骧
ckbh,邰
ckb,邰
cej,甬
cbtc,骛
cs,骠
csf,骠
csfi,骠
cbtv,婺
clg,驷
cbtg,鹜
cwyg,骓
cynn,骟
ctln,骢
ctl,骢
cyju,蚤
cyj,蚤
caj,弁
cua,骈
cuah,骈
cap,迳
capd,迳
cwfy,驸
cwf,驸
cbtg,鹬
cqyl,骝
cwtc,皴
ckpd,迨
ckp,迨
cqvg,驺
cqv,驺
cajh,刭
cccm,颡
cfnu,怼
cfn,怼
cenu,恿
cen,恿
cdl,畚
cdlf,畚
ccd,骖
ccde,骖
cck,骀
cckg,骀
cbtj,蝥
cwt,逡
cegg,驵
ceg,驵
cwtp,逡
cny,厶
cbth,瞀
cbtq,鍪
ckou,炱
cko,炱
cbtj,蟊
cjs,骒
cjsy,骒
cj,骒
cayq,巯
cay,巯
cden,毵
cnb,骣
cnbb,骣
d,在
dddd,大
dhfd,在
dhf,在
def,有
dmjj,而
dmj,而
dd,大
dyi,太
dy,太
dnv,万
dggg,三
dg,三
dgg,三
dnnt,成
dnn,成
dn,成
djdd,非
djd,非
dt,帮
dtbh,帮
dqb,克
dq,克
dxv,龙
dx,龙
drii,原
dri,原
dr,原
dp,达
dpi,达
dm,面
dmjd,面
dhcy,破
dgt,厂
dgtg,石
dhc,破
dmu,页
dht,夏
dgkn,感
daf,左
da,左
dhtu,夏
de,胡
dghg,古
dgh,古
deg,胡
dc,友
drin,愿
ddu,套
dcu,友
djf,百
dj,百
dwt,秦
dwtu,秦
dskf,奇
dw,春
dwj,春
dwjf,春
dmhj,布
dmh,布
dty,故
dk,右
dkf,右
dgjq,硬
dgv,威
dgvt,威
dgj,硬
dnnl,盛
dbd,顾
dbdm,顾
dfy,压
dfyi,压
damh,砸
db,顾
dwiu,泰
dqqq,爽
dqq,爽
do,灰
dhb,存
dcg,码
dou,灰
dhbd,存
dmjv,耍
duog,碰
duo,碰
ds,厅
dpq,碗
dpqb,碗
djb,厚
dsk,厅
djbd,厚
dhdn,慧
dhd,慧
dcwy,雄
dcw,雄
dyt,矿
dnv,尤
dhk,丰
dh,丰
dfe,辰
dfei,辰
dfny,砖
dtbh,邦
dnp,迈
dnpv,迈
dtb,邦
dguh,砰
dmjf,耐
dgu,砰
dhqc,艳
dqw,砍
dqwy,砍
dyw,碎
dywf,碎
df,夺
dfi,奈
dfiu,奈
dfu,夺
dhq,艳
dfa,奔
dfaj,奔
dynu,态
dyn,态
djdn,悲
dl,历
dlv,历
dwf,奉
dwfh,奉
dgty,犬
dtf,寿
dtfu,寿
dpr,牵
dqe,确
dqeh,确
dprh,牵
dgkt,咸
dgk,咸
dfnb,夸
dfn,夸
dan,碟
dans,碟
debh,郁
deb,郁
dgah,研
dga,研
dwwy,雁
dww,雁
dxaw,龚
dxa,龚
djde,裴
ditn,耗
dmd,碳
dmdo,碳
ddd,磊
dddf,磊
dfff,奎
djdn,翡
dbv,厄
dfek,唇
dit,砂
dwjj,蠢
djdy,斐
djdl,辈
ditt,砂
di,砂
dwg,奏
dwgd,奏
ddm,硕
dma,碘
ddmy,硕
dmaw,碘
dhi,戚
dhit,戚
drt,碑
drtf,碑
dxye,袭
dxy,袭
dupy,磅
dup,磅
ddn,厉
ddnv,厉
dfc,磕
dfcl,磕
diu,泵
duxx,磁
dux,磁
du,磁
dgkf,厨
dddq,飙
dif,耕
difj,耕
dfef,辱
doq,磷
doqh,磷
dwy,礁
dwyo,礁
dyi,丈
dhvd,契
dhv,契
ddgt,碱
ddg,碱
dff,硅
dffg,硅
dvfh,肆
dv,肆
dvf,肆
ddi,厌
dwi,仄
dny,戊
dnyt,戊
dlf,奋
dav,砌
davn,砌
dsh,厢
dshd,厢
djg,碍
djgf,碍
ddht,厦
ddh,厦
djfd,厘
dgnt,戌
dgn,戌
dndt,臧
dycq,硫
dyc,硫
ddnl,励
dnd,臧
dnae,碾
dna,碾
dmq,砚
dmqn,砚
dxb,聋
dxbf,聋
dmjk,厕
dtr,硪
dsg,硒
dicn,耙
dic,耙
dtrt,硪
dftj,奢
dft,奢
duj,辜
dubw,厥
dmn,矶
dwa,砼
dwag,砼
djh,砷
djhh,砷
depw,鬓
dol,盔
dolf,盔
dpx,砣
dpxn,砣
dvi,碌
dviy,碌
dynt,戍
defk,髻
dlb,夯
dadr,厮
daj,厝
dajd,厝
dxff,垄
die,硝
dsj,碴
dsjg,碴
dxf,垄
dieg,硝
ddr,魇
ddrc,魇
dddn,砺
dtk,硌
dtkg,硌
dwv,舂
dwvf,舂
dqi,砾
dqiy,砾
dhih,蹙
did,耨
didf,耨
depi,鬃
dep,鬃
djdg,韭
deeg,硼
dee,硼
difc,耘
damw,磺
dam,磺
dgmy,碛
dgm,碛
dtfo,焘
dbm,础
djn,奄
djnb,奄
dbmh,础
demf,髯
dem,髯
dddl,靥
dhdb,酆
dii,耒
dmy,矾
dmyy,矾
drh,斫
dfej,蜃
duda,磋
dud,磋
dnwj,尬
dnw,尬
dhar,戛
dha,戛
dgaj,硎
dmfk,碉
dmf,碉
dhdv,彗
dtpy,砭
dtp,砭
dqdq,兢
dqd,兢
dqay,砥
dele,鬟
del,鬟
djq,碣
djqn,碣
djdj,蜚
dijy,耦
dij,耦
degq,髡
dhkg,砧
dwyg,碓
dbf,耷
dpgh,碇
dmqy,砜
dnk,趸
dug,砬
dnkh,趸
detn,髦
dfh,矸
dskw,欹
dhvr,挈
dfny,瓠
dcde,碜
devn,鬣
dmg,硐
dcd,碜
dmgk,硐
daht,砑
dah,砑
ddwe,餍
ddw,餍
dvcq,厩
dvc,厩
dwwm,赝
dlk,厍
daqu,奁
daq,奁
dqas,磔
dthf,砟
dnl,劢
dnln,劢
dth,砟
dwgu,磴
dlh,砗
dfnj,刳
dnrt,砀
diuy,耪
dnr,砀
dnjl,尴
dmjg,鸸
dukg,碚
duk,碚
ddl,厣
ddlk,厣
dias,磲
dhdf,砉
dxdf,砻
dxd,砻
duph,碲
dfnn,匏
dkj,夼
datq,硗
diov,耧
dio,耧
dew,髹
dews,髹
dat,硗
dehx,髭
deh,髭
dskj,剞
dib,耔
dibg,耔
dxxn,砒
dxx,砒
dpgg,碹
dnhc,嘏
dnh,嘏
dybt,礅
dyb,礅
dguw,硖
det,髟
dawi,礤
day,硭
dxjh,砩
dxj,砩
dqyg,鸪
dayn,硭
dqy,矽
dwgi,硷
dnv,尢
dmb,冇
daw,礤
deu,鬈
dfcy,砝
deub,鬈
daqy,砹
dnju,虿
devk,髫
din,耜
dinn,耜
diff,耩
dnq,尥
dtl,硇
dtlq,硇
dnqy,尥
daif,礴
dai,礴
djng,鹌
dubj,劂
deto,鬏
dgb,砘
dgbn,砘
dujg,鹩
duce,磙
duc,磙
dap,礞
dape,礞
dyna,碥
dmjn,恧
diy,耱
diyd,耱
dccs,磉
dcc,磉
dglg,礓
dgl,礓
diit,耖
dial,耢
deq,鹕
deqg,鹕
diw,耠
diwk,耠
diik,耥
dhvn,恝
dgx,碡
dgxu,碡
e,有
eeee,月
eee,月
etnh,用
et,用
eyi,及
ey,及
ep,爱
epdc,爱
epd,爱
epcu,受
epc,受
emc,股
emcy,股
egd,且
eg,且
egc,县
egcu,县
efcb,脚
etgg,胜
etg,胜
ewgi,脸
ewg,脸
ew,脸
eudy,朕
eve,腿
evep,腿
etn,乃
ebc,服
ebcy,服
eb,服
eufh,胖
euf,胖
eset,彩
ese,彩
ed,须
edmy,须
edm,须
esvg,腰
esv,腰
esu,采
es,采
euk,脱
eukq,脱
egl,助
egln,助
ecn,肥
ec,肥
eyfg,脏
eyf,脏
eybh,脑
eyb,脑
eqqb,胸
eqq,胸
eq,胸
eudc,腾
eeq,鹏
eeqg,鹏
eud,腾
egm,肺
efh,肝
ef,肝
egmh,肺
ecl,盈
eclf,盈
eu,胶
env,甩
en,甩
ejgg,胆
ej,胆
eajd,膜
ejg,胆
euqy,胶
euq,胶
eyni,脉
ebnn,乳
ebn,乳
eck,胎
eckg,胎
ermp,遥
enrt,肠
enr,肠
er,遥
erm,遥
ee,朋
eeg,朋
ebf,孕
eeqy,豹
eafm,腻
egcn,悬
etj,腹
eaf,腻
etjt,腹
epwa,腔
epw,腔
epi,逐
eqd,脆
emn,肌
em,肌
efg,肚
eqdb,脆
exj,脂
ertf,脾
emqb,觅
emq,觅
ex,脂
exjg,脂
ert,脾
eerq,貌
eudi,滕
ekhh,肿
ek,肿
ekh,肿
epqh,舜
edjn,腌
eajg,腊
eaj,腊
etay,胀
elvf,爵
elv,爵
eevk,貂
eev,貂
eta,胀
efwy,肤
efw,肤
eag,肛
eswi,膝
esw,膝
ea,肛
efy,肘
epq,腕
epqb,腕
ejtg,腥
ejt,腥
epvg,胺
epv,胺
eqn,胞
eqnn,胞
eudk,膳
edyy,肽
el,肋
eln,肋
ev,妥
evf,妥
edy,肽
exdu,奚
exd,奚
egi,胚
egig,胚
epgh,腚
epg,腚
epe,脓
epey,脓
efp,脖
efpb,脖
efcy,肢
efc,肢
evf,舀
elwy,胁
elw,胁
edfn,胯
edf,胯
ebf,孚
eyjh,脐
elny,腮
eyj,脐
eiu,尕
eri,腺
eriy,腺
eey,豚
eape,朦
eap,朦
edx,胧
edxn,胧
eerp,邈
egx,胰
egxw,胰
ei,膛
eip,膛
eipf,膛
ekks,臊
eupy,膀
eup,膀
esf,膘
eftc,爰
eft,爰
esfi,膘
emaw,腆
ema,腆
eywf,腑
eyw,腑
egey,脯
ege,脯
efke,膨
efk,膨
eywy,腋
eniy,脲
eni,脲
eet,肜
efhm,虢
ermg,鹞
ecag,胫
eujn,臆
euj,臆
eetk,貉
eca,胫
ejh,刖
efmf,腩
efm,腩
eeft,豺
eef,豺
egk,膈
egkh,膈
evfp,腱
egt,豕
egty,豕
egef,膊
epfq,脘
eldy,胭
eld,胭
ehn,鼐
ehnn,鼐
epf,脘
eylg,膻
eyl,膻
eer,豸
eead,貘
eea,貘
etkg,胳
etk,胳
ewet,胗
ewgj,腧
ewe,胗
ekkn,腭
eews,貅
eew,貅
ekk,腭
eetx,貔
edjd,腓
edcy,肱
edc,肱
efn,肟
efnn,肟
eudf,塍
erc,胍
eymn,肮
eym,肮
ercy,胍
ewfc,脍
ewf,脍
eprw,膑
egeg,腈
epr,膑
evw,腴
evwy,腴
eiqn,胱
eiq,胱
ehnt,胪
emgk,胴
emg,胴
ermi,繇
efjh,肼
efj,肼
eyn,肪
eedj,貊
eed,貊
eem,豳
eemk,豳
eoqh,膦
eoq,膦
elh,胛
eyx,臃
eyxy,臃
eudv,媵
eqkg,朐
eoy,脒
egwy,雎
egw,雎
eqk,朐
edmd,腼
ebb,郛
ebbh,郛
eeb,脬
eebg,脬
egbn,肫
egb,肫
ehh,胩
efqn,朊
eupk,膪
eqa,胝
ett,彡
ettt,彡
efq,朊
ehhy,胩
eqay,胝
epwf,膣
emwy,肭
emw,肭
ejlg,腽
ejl,腽
eqs,脎
efkc,臌
eqsy,脎
eww,脞
euah,胼
eai,胨
eaiy,胨
ewwf,脞
eua,胼
edw,腠
edwd,腠
eynw,胲
eth,胙
ethf,胙
ejhh,胂
eyu,臁
eyuo,臁
epfi,腙
eeo,燹
eeou,燹
eqwy,肷
eqw,肷
ecla,戤
ekm,脶
ekmw,脶
f,地
ffff,垚
ffff,土
ftjb,都
fcu,去
fb,地
fbn,地
fcbh,却
fcb,却
fp,过
fqb,元
fpi,过
ft,才
fte,才
fhw,真
fhwu,真
ftjf,者
ftj,者
fhu,走
ftxb,老
ftx,老
fg,二
fgg,二
fq,无
fqv,无
fhn,起
fhnv,起
fj,进
fjpk,进
fjp,进
fha,越
fhat,越
fnud,卖
fggh,干
fcu,云
fii,未
fgh,十
fdnt,城
fnwy,块
fc,支
fcu,支
fdn,城
fnw,块
fv,雪
fvf,雪
fd,城
fhvk,超
fghy,雨
fhq,赵
fhqi,赵
fhv,超
fmuf,南
fqpv,远
fqp,远
fmu,南
fm,南
fnrt,场
fiyi,求
fiy,求
fqug,均
fqu,均
ftbt,教
fjfh,韩
flf,雷
fnr,声
fcln,动
fcl,动
fhlf,盐
fhl,盐
fhf,直
ffi,款
ffiw,款
fh,直
fje,朝
fjeg,朝
ftg,考
ftgn,考
fffy,封
fgef,博
fge,博
fcp,运
fkuk,喜
fku,喜
fcpi,运
fdmj,需
fdm,需
fiyt,救
fw,夫
fwf,替
fwfj,替
fwi,夫
fawk,塔
fgi,坏
fgiy,坏
fhfk,赶
fkf,吉
fk,吉
fwyc,零
falw,戴
fnu,志
fn,志
fkhk,露
ffuk,墙
fdfe,震
fulj,增
fdf,震
ftjo,煮
fu,增
ful,增
fcr,魂
fny,专
fnyi,专
fkuk,嘉
fkeu,袁
fke,袁
fghg,士
ffu,寺
ff,寺
fcrc,魂
fal,载
fa,载
falk,载
fhwe,趁
fjk,井
fnv,亏
fkue,彭
fhh,赴
fhhi,赴
fpx,索
fpxi,索
fghy,寸
fym,坑
fymn,坑
fou,赤
fo,赤
ffhw,填
ffh,填
fnh,韦
fshf,霜
fsh,霜
fs,霜
fnhk,韦
fhc,坡
fhcy,坡
fmk,击
fwyf,霍
fcln,劫
fofo,赫
fof,赫
ftbf,孝
faf,霸
fafe,霸
fft,堵
fftj,堵
ftb,孝
fnm,馨
fnmj,馨
ftl,雾
ftlb,雾
fuf,幸
fufj,幸
fwy,堆
fwyg,堆
fyn,坊
fnhc,霞
fkuc,鼓
ffc,坛
ffcy,坛
fpmb,壳
fpm,壳
fctd,埃
fujq,境
fyvk,塘
fyv,塘
fobh,郝
fob,郝
fmud,献
fjtn,乾
fjt,乾
fjhh,坤
fjfg,埋
fuj,境
fjf,埋
fct,埃
ffhy,卦
fakd,哉
fak,哉
